,hashtags,tweet
12493,"['mariasakkari', 'pathetic', 'cowardly', 'VaccineMandate', 'australianopen', 'tennis']","['thank', 'mariasakkari', '4', 'right', 'pathet', 'cowardli', 'australianopen', 'back', 'vaccinemand', 'agre', 'w', 'jonwertheim', 'tenni', 'look', 'small', 'social', 'irrespons', 'will', 'spread', 'viru', 'stand', 'player', 'australianopen', 'tenni', 'atptour', 'httpstco0qvxunmqxb']"
12494,"['LA', 'VaccineMandate']","['la', 'alreadi', 'postpon', 'deadlin', 'realiti', 'first', 'respond', 'walk', 'away', 'mani', 'citi', 'follow', 'lose', 'make', 'sen', 'vaccinemand', 'httpstcoawc2fwvdvf']"
12495,['VaccineMandate'],"['bw', 'afraid', 'afraid', 'vaccinemand', 'httpstcoknqgoysyp']"
12496,"['VaccineMandate', 'WeWillNotComply']","['vaccinemand', 'wewillnotcompli', 'love', 'brother', 'ron', 'httpstcokgozm9pz7j']"
12497,"['VaccineMandate', 'Deadly', 'Winter', 'mandate']","['vaccinemand', 'look', 'nearer', 'mani', 'citi', 'expect', 'first', 'respond', 'short', 'hand', 'head', 'anoth', 'deadli', 'winter', '45', 'new', 'york', 'citi', 'fire', 'depart', 'could', 'lose', 'job', 'mandat', 'that', 'huge']"
12498,"['VaccineMandate', 'FDA', 'Truth']","['', 'antivax', 'term', 'lie', 'like', 'call', 'maga', 'racist', 'fda', 'drug', 'highli', 'regul', 'vaccin', 'biolog', 'drug', 'fda', 'approv', 'reg', 'go', 'back', 'decad', '120', 'year', 'medic', 'right', 'covid', 'vax', 'meet', 'fda', 'reg', 'intl', 'ethic', 'vaccinemand', 'fda', 'truth', 'httpstcogciyvaw0nj']"
12499,"['Zero', 'No', 'VaccineMandate', 'EducationalWorkers', 'HealthCareWorkers', 'Shows', 'Confirms', 'Provincial', 'Premier', 'Leadership', 'EpicFailure']","['zero', 'vaccinemand', 'educationalwork', 'amp', 'healthcarework', 'show', 'amp', 'confirm', 'current', 'provinci', 'govern', 'amp', 'premier', 'leadership', 'noth', 'epicfailur', 'ontario', 'govontario', 'fordnat', 'celliott', 'httpstcok8zevm6inn']"
12500,"['newswithbooze', 'erichunley', 'alisonmorrow', 'RobertBarnes', 'Rust', 'vaccine', 'VaccineMandate']","['news', 'booz', 'alison', 'morrow', 'amp', 'eric', 'hunley', 'w', 'robert', 'barn', '10272021', 'httpstcobwkmk2iuxt', 'via', 'youtub', 'newswithbooz', 'erichunley', 'alisonmorrow', 'robertbarn', 'rust', 'vaccin', 'vaccinemand']"
12501,"['Maine', 'Mandate', 'nurse', 'FoxNews', 'TuckerCarlson', 'VaccineMandate']","['sad', 'day', 'daughter', 'cristina', 'last', 'night', 'fire', 'escort', 'door', 'employ', 'penobscot', 'bay', 'medic', 'center', 'compli', 'vaccin', 'mandat', '😟😢', 'main', 'mandat', 'nurs', 'foxnew', 'tuckercarlson', 'vaccinemand', 'httpstco0l6grxso6i']"
12502,"['VaccineMandate', 'DeleteFacebook', 'cripy', 'TurnOffFacebook']","['metavers', 'steril', 'clean', 'wonder', 'mark', 'could', 'face', 'one', 'done', 'poor', 'place', 'water', 'basic', 'sewag', 'miss', 'eg', 'slum', 'war', 'zone', 'countri', 'peopl', 'free', 'vaccinemand', 'deletefacebook', 'cripi', 'turnofffacebook', 'httpstcoae974rby34']"
12503,"['BiggBoss15', 'DeadbyDaylight', 'BidenBorderCrisis', 'Days', 'MONSTA_X', 'Metaverse', 'BLM', 'COVID19', 'DELTARUNE', 'VaccineMandate', 'BB23', 'MLB', 'BreakingNews', 'MATIC', 'InfluencerBrasil', 'BrianLaundrie', 'PopeFrancis']","['biggboss15', 'deadbydaylight', 'bidenbordercrisi', 'day', 'monstax', 'metavers', 'blm', 'covid19', 'deltarun', 'vaccinemand', 'bb23', 'mlb', 'breakingnew', 'matic', 'influencerbrasil', 'brianlaundri', 'popefr', 'let', 'u', 'place', 'front', 'christ', 'crucifi', 'let', 'u', 'begin', 'httpstcokrp04fssqh']"
12504,"['NYPD', 'VaccineMandate']","['good', 'judg', 'deni', 'nypd', 'union', 'bid', 'halt', 'covid', 'vaccinemand', 'httpstcon3ntzguqoj']"
12505,"['COVID', 'VaccineMandate']","['“scienc', 'data', 'suffici', 'influenc', 'ration', 'behavior', 'behavior', 'econom', 'research', 'found', 'number', 'way', 'predict', 'influenc', 'behavior', 'way', 'alway', 'rational”', 'daniel', 'polski', 'phd', 'covid', 'vaccinemand', 'httpstcozqwnizs9b1']"
12506,"['canlab', 'bcpoli', 'cdnpoli', 'covid19Canada', 'VaccineMandate']","['lisacordasco', '4000', 'healthcar', 'worker', 'bc', 'receiv', 'least', 'one', 'dose', 'vaccin', 'place', 'unpaid', 'leav', 'tuesday', 'canlab', 'bcpoli', 'cdnpoli', 'covid19canada', 'vaccinemand', 'httpstcorkdnzy0zxa']"
12507,"['COVID_19', 'COVID19', 'COVID19', 'Covid_19', 'VaccinePassports', 'VaccineMandate', 'VaccineSideEffects', 'COVID']","['bbc', 'quot', 'vaccin', '38', 'chanc', 'pas', 'covid19', 'other', 'unvaccin', 'danger', 'second', 'class', 'peopl', 'covid19', 'covid19', 'covid19', 'vaccinepassport', 'vaccinemand', 'vaccinesideeffect', 'covid', 'httpstcofcrjyw5j8']"
12508,"['EEOC', 'ReligiousAccommodation', 'VaccineMandate']","['eeoc', 'updat', 'religiousaccommod', 'vaccinemand', 'guidanc', 'httpstcozp0awvizxr', 'mintzlaw']"
12509,"['COVID19', 'VaccineMandate']","['558', 'peopl', 'age', '18', 'die', 'covid', 'accord', 'cdc', '595', 'thousand', 'peopl', '18', 'die', 'caus', 'vaccin', 'need', 'viru', 'except', 'low', 'risk', 'peopl', '18', 'covid19', 'vaccinemand']"
12510,"['canpoli', 'vaccine', 'COVID19', 'Fluvoxamine', 'VaccinePassport', 'VaccineMandate', 'Useless']","['busi', 'vaccin', 'like', 'spread', 'delta', 'vaccin', 'wain', 'aslittl', 'three', 'month', 'canpoli', 'vaccin', 'covid19', 'fluvoxamin', 'vaccinepassport', 'vaccinemand', 'useless', 'celliott', 'fordnat']"
12511,"['RonDeSantis', 'AshleyMoody', 'JoeBiden', 'Covid', 'VaccineMandate', 'jab']","['🚨🚨breaking🚨🚨', 'gov', 'rondesanti', 'florida', 'ag', 'ashleymoodi', 'su', 'joebiden', 'nasa', 'other', 'unlaw', 'covid', 'vaccinemand', 'claim', 'forc', 'feder', 'contractor', 'get', 'jab', 'threaten', 'state', 'economi', 'httpstco4obqsin6f4']"
12512,"['plandemic', 'GreatReset', 'VaccineMandate', 'gold', 'silver', 'debtcrisis', 'economy']","['happen', 'flu', 'plandem', 'greatreset', 'vaccinemand', 'gold', 'silver', 'debtcrisi', 'economi', 'httpstcoro4dsh0ou0']"
12513,['VaccineMandate'],"['becom', 'arm', 'state', 'floyds99', 'get', 'dollar', 'vaccinemand']"
12514,"['COVID', 'VaccineMandate', 'FauciLiedMillionsDied', 'VaccinePassport']","['wick', 'broken', 'httpstcoiak2vpdzcj', 'via', 'drfred57', 'covid', 'vaccinemand', 'fauciliedmillionsdi', 'vaccinepassport']"
12515,"['NYCProtest', 'NYPD', 'firefighters', 'VaccineMandate', 'ArrestFauciNow', 'arrestfauci', 'Communism']","['‘we', 'communist', 'takeover’', 'thousand', 'nyc', 'fireman', 'polic', 'offic', 'defi', 'vaccin', 'mandat', 'largest', 'protest', 'yet', 'nycprotest', 'nypd', 'firefight', 'vaccinemand', 'arrestfaucinow', 'arrestfauci', 'commun', 'httpstcowrlzazvsdd']"
12516,"['Covid_19', 'vaccine', 'pandemic', 'Corona', 'Government', 'VaccineMandate']","['liter', 'noth', 'ever', 'believ', '“expert”', 'long', 'live', 'covid19', 'vaccin', 'pandem', 'corona', 'govern', 'vaccinemand']"
12517,"['selfish', 'unvaccinated', 'VaccineMandate']","['emt', 'worker', 'without', 'vaccin', 'ppl', 'spent', 'month', 'brine', 'ppl', 'hospit', 'die', 'like', 'nope', 'life', 'save', 'vax…not', 'life', 'save', 'ppl', 'around', 'selfish', 'unvaccin', 'vaccinemand', 'httpstcop4jvou2xzv']"
12518,['VaccineMandate'],"['4', 'potenti', 'pitfal', 'lie', 'ahead', 'osha’', 'vaccinemand', 'say', 'expert', 'one', 'expert', 'seyfarth’', 'scott', 'hecker', 'testifi', 'u', 'hous', 'educ', 'amp', 'labor', 'committe', 'vaccin', 'requir', 'amp', 'employe', 'accommod', 'recap', 'via', 'fortunemagazin', 'httpstcofnde1lupli']"
12519,"['Washington', 'COVID19', 'VaccineMandate']","['76', 'guy', 'ga', 'station', 'deer', 'park', 'washington', 'constantli', 'mayb', 'call', 'owner', 'washington', 'covid19', 'vaccinemand', 'httpstconv2xlms4sx']"
12520,['vaccinemandate'],"['great', 'advic', 'tamika', 'newson', 'unum', 'avp', 'legal', 'counsel', '“don’t', 'wait', 'know', 'we’r', 'go', 'something”', 'said', 'recent', 'hrexecmag', 'live', 'stream', '“get', 'hr', 'legal', 'staff', 'prepar', 'what’', 'come', 'next”', 'httpstcoymwwikst60', 'vaccinemand']"
12521,"['COVID19', 'VaccineMandate', 'HoldTheLine', 'DoNotComply', 'Freedom', 'NYC', 'FJB', 'NY', 'news', 'GracieMansionProtest', 'Trending']","['ny', 'listen', 'hold', 'line', 'covid19', 'vaccinemand', 'holdthelin', 'donotcompli', 'freedom', 'nyc', 'fjb', 'ny', 'news', 'graciemansionprotest', 'trend', 'httpstco66gvcbjrzj']"
12522,"['VaccineMandate', 'Naturalimmunity', 'Democrats', 'Dictatorship']","['reppeterdefazio', 'vaccinemand', 'you’ll', 'abl', 'keep', 'countri', 'run', 'thing', 'call', 'naturalimmun', 'democrat', 'like', 'like', 'dictatorship', 'httpstcojsiu57e4dd']"
12523,"['COVIDCanada', 'COVID19Canada', 'COVIDVaccination', 'COVID19Vaccination', 'VaccineMandate', 'VaccineMandates', 'COVIDiot', 'VaccinationMandate', 'VaccinationMandates', 'Ontario']","['ottawa', 'paramed', 'charg', 'forg', 'covid19', 'vaccin', 'document', 'httpstcopfkpwf3pzx', 'via', 'ctvottawa', 'covidcanada', 'covid19canada', 'covidvaccin', 'covid19vaccin', 'vaccinemand', 'vaccinemand', 'covidiot', 'vaccinationmand', 'vaccinationmand', 'ontario']"
12524,"['protest', 'nyc', 'VaccineMandate', 'live', 'news']","['protest', 'trash', 'de', 'blasio', 'lawn', 'protest', 'nyc', 'vaccinemand', 'live', 'news', 'httpstcoe5jq6e0wrj']"
12525,"['Boeing', 'AZ', 'VaccineMandate', 'DoNotComply', 'LetsGoBrandon']","['employe', 'protest', 'outsid', 'boe', 'mesa', 'az', 'vaccinemand', 'donotcompli', 'letsgobrandon', 'httpstcoo4pmpg3kyd']"
12526,"['VaccineMandate', 'Talibama', 'Insurrectionists']","['vaccinemand', 'perfect', 'way', 'flush', 'major', 'talibama', 'insurrectionist', 'polic', 'forc', 'public', 'servic', 'httpstcommsbe7m8k']"
12527,"['Delta', 'VaccineMandate', 'VaccinePassport']","['much', 'le', 'like', 'spread', 'covid19', 'your', 'vaccin', 'httpstco9ziwgyeqta', 'delta', 'vaccinemand', 'vaccinepassport']"
12528,"['NYC', 'GracieMansionProtest', 'Deblasio', 'NY', 'VaccineMandate', 'Covid19UK', 'news', 'BreakingNews', 'Trending']","['omg', 'proud', 'nyer', 'nyc', 'graciemansionprotest', 'deblasio', 'ny', 'vaccinemand', 'covid19uk', 'news', 'breakingnew', 'trend', 'httpstcog8m2nfxwcw']"
12529,"['POTUS46', 'BidenIsADisgrace', 'VaccineMandate', 'BidenIsALaughingStock']","['sarmentovince2', 'garyelam23', 'tillman40', 'libertybelle04', 'zuzusmama', 'bidenintern', 'holly2360', 'airwolfrocks84', 'katheri73214366', 'clubed8', '10903', 'wingsofcryst', 'fedmech', 'kybelle195739', 'torridzon', 'rockwaterreport', 'lucy2300090', 'miklang', 'no2greatreset', 'cspanwj', 'joebiden', 'kamalaharri', 'presssec', 'robgee704', 'senatedem', 'speakerpelosi', 'klj998866', 'gop', 'housegop', 'housedemocrat', 'whitehous', 'ronaldklain', 'secblinken', 'dailycoffee533', 'dhsgov', 'secmayorka', 'gretabrawn', 'thank', 'good', 'govrondesanti', 'announc', 'state', 'florida👍', 'file', 'lawsuit', 'potus46', 'challeng', 'bidenisadisgrac', 'unconstitut', 'feder', 'contractor', 'vaccinemand', '👎', 'bidenisalaughingstock', '🤣', 'nice', 'day', '🌞', 'httpstcoibxwoao316']"
12530,"['VaccineMandate', 'vaccinecult']","['way', 'peopl', 'talk', 'covid', 'vaccin', 'remind', 'cult', 'point', 'i’m', 'expect', 'peopl', 'look', 'ask', '“am', 'cult”', 'vaccinemand', 'vaccinecult']"
12531,['VaccineMandate'],"['south', 'dakota', 'govkristinoem', 'sign', 'order', 'protect', 'state', 'employe', 'joebiden', 'vaccinemand', 'httpstcok8bhrgfdr8', 'via', 'newsmax']"
12532,"['vaccinemandate', 'vaccinemanagement']","['barri', 'deel', 'sara', 'gioia', 'kogniz', 'carahsoft', 'partner', 'help', 'get', 'readi', 'feder', 'vaccinemand', 'dont', 'miss', 'brief', 'interact', 'webinar', 'let', 'experi', 'like', 'employeeswork', 'admin', 'vaccinemanag', 'httpstcoo98hytoilo']"
12533,"['vaccinemandate', 'Freedom', 'NYPD', 'NYC']","['nypdshea', 'stand', 'alon', 'vaccinemand', 'freedom', 'nypd', 'nyc', 'httpstco0bimxmebkt']"
12534,['VaccineMandate'],"['corpor', 'email', '…will', 'begin', 'requir', 'usbas', 'colleagu', 'fulli', 'vaccin', 'condit', 'employ', 'big', 'compani', 'offic', 'texa', 'amp', 'florida', 'wonder', 'play', 'vaccinemand']"
12535,"['VaccineMandate', 'VaccinePassport']","['vaccin', 'mandat', 'good', 'save', 'live', 'theyll', 'help', 'end', 'pandem', 'downsid', 'get', 'littl', 'jab', 'arm', 'trumper', 'coward', 'trump', 'fox', 'host', 'got', 'dont', 'want', 'get', 'itvaccinemand', 'vaccinepassport', 'httpstconru5emhhcu']"
12536,"['Covid', 'Vaccinemandate', 'GracieMansion', 'NYC', 'antivaxxers', 'CovidVaccine']","['get', 'vaccin', 'havent', 'gotten', 'wear', 'maski', 'know', 'mani', 'peopl', 'caught', 'covid', 'get', 'vaccin', 'school', 'couldnt', 'attend', 'what', 'differ', 'vaccinemand', 'graciemans', 'nyc', 'antivaxx', 'covidvaccin']"
12537,"['Tyranny', 'COVID19', 'lockdown', 'LockdownMadness', 'MaskMandate', 'VaccineMandate', 'freedomofreligion', 'FreedomOfSpeech', 'FreedomOfAssembly']","['tyranni', 'covid19', 'lockdown', 'lockdownmad', 'maskmand', 'vaccinemand', 'suppress', 'freedomofreligion', 'freedomofspeech', 'amp', 'freedomofassembl', 'httpstcogeijgmoiqt']"
12538,"['florida', 'Biden', 'VaccineMandate', 'vaccine']","['florida', 'file', 'lawsuit', 'biden', 'administr', 'feder', 'worker', 'vaccin', 'mandat', 'florida', 'biden', 'vaccinemand', 'vaccin', 'httpstcogxsl7dk1u1']"
12539,"['SocialismSucks', 'VaccineMandate', 'VaccinePassports', 'COVID19', 'Covid_19', 'COVID', 'FJB', 'LetsGoBrandon']","['theyr', 'go', 'destroy', 'everi', 'sector', 'economi', '😡', 'socialismsuck', 'vaccinemand', 'vaccinepassport', 'covid19', 'covid19', 'covid', 'fjb', 'letsgobrandon', 'httpstcotyplrgbu']"
12540,"['COVID19', 'Covid', 'Covid_19', 'VaccineMandate', 'TheMoreYouKnow', 'FactsMatter']","['covid', 'vaccin', 'stop', 'covid', 'ad', 'list', 'covid19', 'covid', 'covid19', 'vaccinemand', 'vaccin', 'list', 'actual', 'stop', 'diseas', 'themoreyouknow', 'factsmatt', 'httpstco20a2n1ycmn', 'httpstcozafh7y85s3']"
12541,"['Tyranny', 'COVID19', 'CovidFines', 'VaccineMandate', 'MaskMandate', 'lockdown', 'LockdownMadness']","['compuls', 'coercion', 'amp', 'tyranni', 'finest', 'covid19', 'covidfin', 'vaccinemand', 'maskmand', 'lockdown', 'lockdownmad', 'httpstcobi0arpfx4q']"
12542,"['VaccineMandate', 'Democrats', 'hypocrites']","['vaccinemand', 'l', 'tell', 'make', 'sen', 'senatedem', 'housedemocrat', 'thedemocrat', 'democrat', 'hypocrit', 'httpstcouxq33zw1xx']"
12543,['VaccineMandate'],"['vaccinemand', 'idiot', 'perspect', 'httpstcomc1kgutxa8']"
12544,"['COVID', 'VaccineMandate', 'mask', 'DoNotComply', 'COVID19', 'Covid_19']","['florida', 'surgeon', 'gener', 'say', 'weak', 'evid', 'mask', 'school', 'fl', 'child', 'covid', 'case', 'graph', 'plummet', '📉', 'without', 'vaccinemand', '🚫', 'mask', 'donotcompli', 'covid19', 'covid19', 'httpstcoqj7lnsmdpd', 'mailonlin']"
12545,"['NewYorkCity', 'VaccineMandate']","['trash', 'pile', 'nyc', '…', 'vaccin', 'mandat', 'httpstcobvv1knxjr8', 'newyorkc', 'vaccinemand', 'httpstcoy0vjuwt35q']"
12546,['VaccineMandate'],"['whco', 'parent', 'love', 'kid', 'get', 'vaccin', 'vaccinemand']"
12547,"['vaccinated', 'fired', 'Unvaccinated', 'VaccineMandate']","['tell', 'it’', 'import', 'get', 'vaccin', 'fire', 'unvaccin', 'plea', 'sue', 'vaccinemand', 'httpstco1pfbd5bmjz']"
12548,"['FDNY', 'NYC', 'VaccineMandate', 'Resist']","['1', '5', 'slate', 'lose', 'job', 'tomorrow', 'fdni', 'nyc', 'vaccinemand', 'resist']"
12549,"['Biden', 'VaccineMandate']","['im', 'listen', 'rplibertyreport', 'divid', 'caus', 'biden', 'vaccinemand']"
12550,"['VaccineMandate', 'DoNotComply', 'COVID19', 'COVID', 'Covid_19']","['fdni', 'union', 'tell', 'member', 'go', 'work', 'defi', 'deblasio', 'vaccinemand', '🚫', 'along', 'nypd', 'sanit', 'worker', 'donotcompli', 'covid19', 'covid', 'covid19', 'httpstcombp0gmedjf', 'mailonlin']"
12551,"['VaccineMandate', 'Iowa']","['who13new', 'peopl', '“the', 'govern', 'stay', 'business”', 'also', 'peopl', '“the', 'govern', 'need', 'come', 'get', 'involv', 'business”', 'make', 'mind', 'welcom', 'iowa', '🙄', 'vaccinemand', 'iowa']"
12552,"['EmpLaw', 'NLRB', 'VaccineMandate']","['u', 'feder', 'labor', 'viewpoint', '–', 'week', 'octob', '18', '2021', 'httpstcoxenyycscvf', 'emplaw', 'nlrb', 'vaccinemand']"
12553,"['VaccineMandate', 'questionfordemocrats']","['believ', 'vaccinemand', 'arent', 'push', 'potu', 'vaccin', 'immigr', 'arriv', 'countri', 'isnt', 'scienc', 'questionfordemocrat']"
12554,"['covid', 'covid19', 'VaccineSideEffects', 'VaccineMandate', 'Kidslivesmatter']","['best', 'analog', 'ive', 'seen', 'covid', 'covid19', 'vaccinesideeffect', 'vaccinemand', 'kidslivesmatt', 'httpstco41q54azgkj']"
12555,['VaccineMandate'],"['nypost', 'wtf', 'mean', '“ani', 'probabl', 'rel', 'small', 'percent', 'employe', 'complianc', 'they’ll', 'go', 'educ', 'counsel', 'accommod', 'enforcement\u200b”', 'vaccinemand']"
12556,"['CDC', 'VaccineMandate']","['cdc', 'director', 'alreadi', 'chang', 'def', 'fulli', 'vax', 'next', 'step', 'colleagu', 'mostli', 'obliviousdismiss', 'idea', 'cdc', 'vaccinemand', 'httpstcobrdksriswp']"
12557,"['COVID19', 'Covid_19', 'VaccinePassports', 'VaccineMandate', 'VaccineSideEffects']","['alway', 'wonder', 'german', 'popul', 'slowli', 'allow', 'anyth', 'hitler', 'holocaust', 'look', 'current', 'genocid', 'uk', 'across', 'world', 'understand', 'covid19', 'covid19', 'vaccinepassport', 'vaccinemand', 'vaccinesideeffect']"
12558,"['BreakingNews', 'Florida', 'lawsuit', 'VaccineMandate']","['breakingnew', 'govrondesanti', 'announc', 'thursday', 'state', 'florida', 'file', 'lawsuit', 'biden', 'administr', 'feder', 'worker', 'vaccinemand', 'httpstco9rfgy5n633']"
12559,"['VaccineMandate', 'coercionisnotconsent']","['disclos', 'person', 'medic', 'histori', 'non', 'medic', 'profession', 'heck', 'lot', 'month', 'fan', 'vaccinemand', 'coercionisnotcons']"
12560,"['CovidVaccine', 'NoJabNoJob', 'COVID19', 'DemocratsHateAmericans', 'DemocratsLoveIllegalAliens', 'VaccineMandate', 'Jobs', 'JoeBiden']","['biden', 'back', 'work', 'permit', 'illeg', 'alien', 'aren’t', 'requir', 'get', 'covidvaccin', 'test', 'shamelessli', 'support', 'fire', 'unvax', 'american', 'nojabnojob', 'covid19', 'democratshateamerican', 'democratsloveillegalalien', 'vaccinemand', 'job', 'joebiden', 'httpstcoretjqxocpz']"
12561,"['vaccinemandate', 'COVIDvaccine', 'HPV', 'vaccine', 'immunizeusa']","['today’', 'tip', 'news', 'nyc', 'polic', 'amp', 'firefight', 'fight', 'citi', 'vaccinemand', '13', 'u', 'worker', 'would', 'rather', 'quit', 'job', 'get', 'covidvaccin', 'reason', 'mani', 'parent', 'dont', 'get', 'child', 'human', 'papillomaviru', 'hpv', 'vaccin', 'immunizeusa', 'httpstcoyv3xhuvw5d']"
12562,"['ArrestFauci', 'NoVaxForChildren', 'DoNotComply', 'Vaccines', 'VaccineMandate', 'COVID19', 'Covid_19', 'COVID']","['f', 'fda', 'arrestfauci', 'novaxforchildren', 'donotcompli', 'vaccin', 'vaccinemand', 'covid19', 'covid19', 'covid', 'httpstcozcnapeduin']"
12563,"['news', 'vaccinemandate', 'vaccines', 'jobmarket', 'economy']","['tru', 'founder', 'amp', 'ceo', 'jare', 'coseglia', 'join', 'art', 'lewi', 'show', 'discus', 'worker', 'consid', 'job', 'chang', 'vaccin', 'workplac', 'watch', 'full', 'video', 'httpstcofhkaj7joha', 'news', 'vaccinemand', 'vaccin', 'jobmarket', 'economi']"
12564,"['ALERT', 'NYC', 'vaccinemandate', 'LetsGoBrandon', 'NewYorkCity']","['alert', 'larg', 'crowd', 'protest', 'front', 'nyc', 'billdeblasio’', 'home', 'vaccinemand', 'chant', '“let’', 'go', 'brandon”', 'letsgobrandon', 'newyorkc', 'httpstco2dw2rsfig9']"
12565,"['VaccinationIsNotCompulsary', 'VaccineMandate', 'VaccineSideEffects', 'VaccineCertificate', 'VaccinePassport']","['two', 'imp', 'book', 'educ', 'truth', 'quaxin', 'vaccinationisnotcompulsari', 'vaccinemand', 'vaccinesideeffect', 'vaccinecertif', 'vaccinepassport', 'httpstcoysfgpmaea9']"
12566,"['Flpol', 'vaccinemandate']","['breaking—govrondesanti', 'sue', 'biden', 'vaccin', 'mandat', 'via', 'floridianpress', 'httpstco5g8ctsqfav', 'flpol', 'vaccinemand']"
12567,"['NewYork', 'NewYorkCity', 'Police', 'VaccineMandate']","['newyork', 'judg', 'deni', 'lastminut', 'effort', 'newyorkcity’', 'largest', 'polic', 'union', 'halt', 'city’', 'vaccinemand', 'goe', 'effect', 'start', 'next', 'week', 'decis', 'may', 'send', 'quarter', 'forc', 'home', 'without', 'leav', 'httpstco8q1wnfglld']"
12568,"['novavax', 'vaccine', 'VaccineMandate']","['novavax', 'offer', 'u', 'strong', 'covid', 'vaccin', 'new', 'york', 'time', 'novavax', 'vaccin', 'vaccinemand', 'nvax', 'httpstcomp4akjahyw']"
12569,"['Vaccines', 'VaccineMandate']","['dont', 'even', 'work', '“no', 'discern', 'relationship”', 'vaccin', 'case', 'httpstco9nlogbhzxj', 'via', 'youtub', 'vaccinemand']"
12570,"['Florida', 'COVID', 'CDC', 'Fauci', 'floridaman', 'democratscamdemic', 'plandemic', 'scamdemic', 'VaccineMandate', 'VaccineCertificate']","['florida', 'america', 'lowest', 'covid', 'rate', 'ron', 'desanti', 'deserv', 'credit', 'cours', 'show', 'cdc', 'fauci', 'politic', 'pandem', 'httpstcopf2hshse2p', 'floridaman', 'democratscamdem', 'plandem', 'scamdem', 'vaccinemand', 'vaccinecertif']"
12571,"['COVID19', 'Covid_19', 'VaccinePassports', 'VaccineMandate', 'VaccineSideEffects', 'vaccineinjured', 'COVID', 'vaccine', 'VaccineDeaths', 'VaccinePassport', 'flu', 'COVIDIOTS']","['pfizer', 'allow', 'vaccin', 'child', '511', 'base', 'trial', 'two', 'thousand', 'child', 'covid19', 'covid19', 'vaccinepassport', 'vaccinemand', 'vaccinesideeffect', 'vaccineinjur', 'covid', 'vaccin', 'vaccinedeath', 'vaccinepassport', 'flu', 'covidiot', 'httpstcouvku6bmizn']"
12572,['VaccineMandate'],"['petit', 'stop', 'conedison', 'vaccinemand', 'httpstcoragn14zbd0']"
12573,"['BiggBoss15', 'DeadbyDaylight', 'BidenBorderCrisis', 'BBK8', 'Days', 'MonicaLewinsky', 'BLM', 'COVID19', 'DELTARUNE', 'VaccineMandate', 'BBNaija', 'InfrastructureBill', 'BreakingNews', 'Afghanistan', 'BrianLaundrie']","['biggboss15', 'deadbydaylight', 'bidenbordercrisi', 'bbk8', 'day', 'monicalewinski', 'blm', 'covid19', 'deltarun', 'vaccinemand', 'bbnaija', 'infrastructurebil', 'breakingnew', 'afghanistan', 'brianlaundri', 'biden', 'electr', 'car', 'go', 'across', 'usa', 'pump', 'ga', 'httpstcohqwotmrl0b']"
12574,"['VaccineMandate', 'unvaccinated', 'teachers']","['school', 'board', 'teacher', 'unvaccin', 'must', 'test', 'weekli', 'teacher', 'don’t', 'vaccin', 'teacher', 'test', 'weekli', 'sinc', 'know', 'vaccin', 'carri', 'covid', 'viru', 'school', 'board', 'don’t', 'answer', 'vaccinemand', 'unvaccin', 'teacher']"
12575,"['COVID19', 'VaccineMandate', 'Facebook', 'technology', 'BREAKING', 'tech']","['singapor', 'triall', 'patrol', 'robot', 'blast', 'warn', 'peopl', 'engag', 'undesir', 'social', 'behaviour', 'ad', 'arsen', 'surveil', 'tightli', 'control', 'cityst', 'covid19', 'vaccinemand', 'facebook', 'technolog', 'break', 'tech', 'httpstco18jlonzadd']"
12576,"['CovidTesting', 'CovidTestingNearMe', 'VaccineMandate', 'Covid_19', 'FederalEmployee', 'FederalEmployees']","['3', 'covid19', 'safeti', 'tip', '1', 'get', 'test', '2', 'get', 'educ', '3', 'get', 'vaccin', 'contact', 'washington', 'integr', 'health', 'covidtest', 'covidtestingnearm', 'vaccinemand', 'covid19', 'federalemploye', 'federalemploye', 'httpstco7xzjabsox']"
12577,"['NewYorkCity', 'VaccineMandate', 'SaveNYC', 'LeadRight']","['“safety”', 'amp', 'control', 'polit', 'despot', 'vote', 'curtissliwa', 'next', 'mayor', 'newyorkc', 'vaccinemand', 'savenyc', 'leadright', 'httpstcomjwgczqzc3']"
12578,"['BiggBoss15', 'DeadbyDaylight', 'BidenBorderCrisis', 'Days', 'MONSTA_X', 'Metaverse', 'BLM', 'COVID19', 'DELTARUNE', 'VaccineMandate', 'MLB', 'BreakingNews', 'MATIC', 'Cardano', 'ShibaCoin', 'BrianLaundrieWho']","['biggboss15', 'deadbydaylight', 'bidenbordercrisi', 'day', 'monstax', 'metavers', 'blm', 'covid19', 'deltarun', 'vaccinemand', 'mlb', 'breakingnew', 'matic', 'cardano', 'shibacoin', 'brianlaundriewho’', 'run', 'joe', 'biden', 'say', '‘trump’', '24', 'time', 'va', 'stump', '4', 'mcauliff', 'ur', 'kid', 'r', 'rule', 'shool', 'httpstcoqxnezo0ytn']"
12579,"['laborlaw', 'vaccinemandate', 'workplace']","['octob', '25', 'eeoc', 'releas', 'muchawait', 'guidanc', 'employ', 'handl', 'employe', 'request', 'exempt', 'vaccin', 'requir', 'religi', 'belief', 'read', 'use', 'link', 'laborlaw', 'vaccinemand', 'workplac']"
